,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
89260,-0.014,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.609,-2.455
89280,-0.014,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.604,-2.455
89300,-0.014,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.598,-2.449
89320,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.543,-2.433
89340,-0.013,-0.028,1.056,-0.183,-0.244,-0.305,0,0,0,0,1.51,-2.422
89360,-0.013,-0.028,1.056,-0.183,-0.244,-0.305,0,0,0,0,1.505,-2.422
89380,-0.014,-0.032,1.058,-0.244,-0.305,-0.305,0,0,0,0,1.499,-2.416
89400,-0.014,-0.032,1.058,-0.244,-0.305,-0.305,0,0,0,0,1.488,-2.416
89420,-0.012,-0.028,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.461,-2.411
89440,-0.012,-0.028,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.455,-2.406
89460,-0.014,-0.03,1.057,-0.244,-0.183,-0.305,0,0,0,0,1.45,-2.406
89480,-0.016,-0.032,1.057,-0.305,-0.244,-0.305,0,0,0,0,1.428,-2.4
89500,-0.016,-0.032,1.057,-0.305,-0.244,-0.305,0,0,0,0,1.422,-2.4
89520,-0.016,-0.032,1.057,-0.305,-0.244,-0.305,0,0,0,0,1.417,-2.4
89540,-0.011,-0.027,1.054,-0.183,-0.244,-0.305,0,0,0,0,1.395,-2.389
89560,-0.013,-0.031,1.06,-0.122,-0.305,-0.305,0,0,0,0,1.367,-2.384
89580,-0.013,-0.031,1.06,-0.122,-0.305,-0.305,0,0,0,0,1.367,-2.384
89600,-0.014,-0.029,1.056,-0.183,-0.305,-0.305,0,0,0,0,1.356,-2.378
89620,-0.013,-0.03,1.058,-0.305,-0.305,-0.305,0,0,0,0,1.329,-2.373
89640,-0.013,-0.029,1.058,-0.061,-0.305,-0.305,0,0,0,0,1.323,-2.367
89660,-0.016,-0.03,1.055,-0.244,-0.244,-0.305,0,0,0,0,1.312,-2.362
89680,-0.013,-0.029,1.059,-0.244,-0.244,-0.305,0,0,0,0,1.301,-2.362
89700,-0.013,-0.029,1.056,-0.122,-0.244,-0.305,0,0,0,0,1.285,-2.351
89720,-0.013,-0.028,1.057,-0.122,-0.305,-0.305,0,0,0,0,1.252,-2.34
89740,-0.013,-0.028,1.057,-0.122,-0.305,-0.305,0,0,0,0,1.246,-2.34
89760,-0.013,-0.028,1.057,-0.122,-0.305,-0.305,0,0,0,0,1.246,-2.34
89780,-0.013,-0.029,1.056,-0.244,-0.183,-0.305,0,0,0,0,1.241,-2.334
89800,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,1.23,-2.334
89820,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.203,-2.323
89840,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.186,-2.318
89860,-0.013,-0.029,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.181,-2.318
89880,-0.013,-0.029,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.175,-2.312
89900,-0.013,-0.029,1.058,-0.244,-0.305,-0.305,0,0,0,0,1.164,-2.312
89920,-0.013,-0.029,1.057,-0.244,-0.305,-0.244,0,0,0,0,1.137,-2.301
89940,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.131,-2.301
89960,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.131,-2.301
89980,-0.013,-0.029,1.057,-0.122,-0.244,-0.305,0,0,0,0,1.126,-2.296
90000,-0.013,-0.029,1.057,-0.122,-0.244,-0.305,0,0,0,0,1.12,-2.296
90020,-0.013,-0.03,1.056,-0.183,-0.244,-0.305,0,0,0,0,1.109,-2.29
90040,-0.013,-0.03,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.082,-2.285
90060,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.076,-2.279
90080,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.065,-2.279
90100,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,1.054,-2.274
90120,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,1.049,-2.274
90140,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,1.032,-2.263
90160,-0.013,-0.029,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.027,-2.263
90180,-0.013,-0.029,1.056,-0.244,-0.244,-0.305,0,0,0,0,1.021,-2.263
90200,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.016,-2.257
90220,-0.013,-0.029,1.056,-0.244,-0.305,-0.244,0,0,0,0,1.01,-2.257
90240,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.999,-2.252
90260,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.983,-2.246
90280,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,0.972,-2.241
90300,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,0.966,-2.241
90320,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.955,-2.235
90340,-0.013,-0.029,1.057,-0.244,-0.305,-0.305,0,0,0,0,0.944,-2.235
90360,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.933,-2.23
90380,-0.014,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.928,-2.23
90400,-0.014,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.917,-2.224
90420,-0.014,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.917,-2.224
90440,-0.013,-0.029,1.057,-0.244,-0.305,-0.244,0,0,0,0,0.911,-2.224
90460,-0.013,-0.029,1.057,-0.244,-0.305,-0.244,0,0,0,0,0.911,-2.224
90480,-0.013,-0.03,1.057,-0.183,-0.305,-0.244,0,0,0,0,0.895,-2.219
90500,-0.013,-0.03,1.057,-0.183,-0.183,-0.305,0,0,0,0,0.889,-2.213
90520,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.884,-2.213
90540,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.873,-2.208
90560,-0.013,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.867,-2.208
90580,-0.013,-0.03,1.057,-0.244,-0.305,-0.305,0,0,0,0,0.856,-2.202
90600,-0.013,-0.03,1.057,-0.244,-0.305,-0.305,0,0,0,0,0.851,-2.202
90620,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.845,-2.202
90640,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.834,-2.197
90660,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.823,-2.191
90680,-0.013,-0.029,1.057,-0.183,-0.244,-0.244,0,0,0,0,0.823,-2.191
90700,-0.013,-0.029,1.057,-0.183,-0.244,-0.244,0,0,0,0,0.823,-2.191
90720,-0.013,-0.029,1.058,-0.244,-0.305,-0.244,0,0,0,0,0.812,-2.186
90740,-0.013,-0.029,1.058,-0.244,-0.244,-0.305,0,0,0,0,0.802,-2.18
90760,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.796,-2.18
90780,-0.013,-0.03,1.056,-0.244,-0.244,-0.305,0,0,0,0,0.791,-2.18
90800,-0.013,-0.03,1.056,-0.244,-0.244,-0.305,0,0,0,0,0.791,-2.18
90820,-0.013,-0.03,1.056,-0.244,-0.244,-0.305,0,0,0,0,0.785,-2.18
90840,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.774,-2.175
90860,-0.014,-0.029,1.058,-0.244,-0.244,-0.305,0,0,0,0,0.763,-2.169
90880,-0.012,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.758,-2.164
90900,-0.012,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.758,-2.164
90920,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.741,-2.158
90940,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.741,-2.158
90960,-0.014,-0.029,1.058,-0.183,-0.183,-0.305,0,0,0,0,0.736,-2.153
90980,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.73,-2.153
91000,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,0.73,-2.153
91020,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.73,-2.153
91040,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.725,-2.147
91060,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.714,-2.147
91080,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,0.703,-2.142
91100,-0.012,-0.029,1.057,-0.244,-0.305,-0.305,0,0,0,0,0.697,-2.136
91120,-0.013,-0.03,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.692,-2.136
91140,-0.013,-0.03,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.692,-2.136
91160,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,0.686,-2.136
91180,-0.013,-0.03,1.056,-0.244,-0.244,-0.244,0,0,0,0,0.681,-2.131
91200,-0.013,-0.03,1.056,-0.244,-0.244,-0.244,0,0,0,0,0.681,-2.131
91220,-0.014,-0.029,1.058,-0.244,-0.305,-0.305,0,0,0,0,0.681,-2.131
91240,-0.014,-0.029,1.058,-0.244,-0.305,-0.305,0,0,0,0,0.681,-2.131
91260,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.67,-2.131
91280,-0.013,-0.029,1.058,-0.244,-0.244,-0.244,0,0,0,0,0.659,-2.125
91300,-0.013,-0.029,1.058,-0.244,-0.244,-0.244,0,0,0,0,0.659,-2.125
91320,-0.012,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.648,-2.12
91340,-0.012,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.648,-2.12
91360,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.637,-2.114
91380,-0.013,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.637,-2.114
91400,-0.013,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,0.637,-2.114
91420,-0.013,-0.03,1.058,-0.183,-0.183,-0.305,0,0,0,0,0.631,-2.114
91440,-0.013,-0.029,1.058,-0.183,-0.305,-0.305,0,0,0,0,0.626,-2.109
91460,-0.013,-0.029,1.058,-0.244,-0.244,-0.305,0,0,0,0,0.62,-2.109
91480,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,0.615,-2.109
91500,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.615,-2.103
91520,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.615,-2.092
91540,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.62,-2.087
91560,-0.013,-0.03,1.058,0,0,0,0,0,0,0,0.62,-2.081
91580,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.62,-2.076
91600,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.62,-2.07
91620,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.62,-2.07
91640,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.62,-2.065
91660,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.626,-2.059
91680,-0.013,-0.03,1.058,0,0,0,0,0,0,0,0.626,-2.048
91700,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.626,-2.048
91720,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.626,-2.043
91740,-0.014,-0.03,1.058,0,0,0,0,0,0,0,0.631,-2.037
91760,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.631,-2.026
91780,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.631,-2.021
91800,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.631,-2.021
91820,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.631,-2.021
91840,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.015
91860,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91880,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91900,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91920,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91940,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91960,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
91980,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92000,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92020,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92040,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92060,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92080,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92100,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92120,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92140,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92160,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92180,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.637,-2.01
92200,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.648,-1.966
92220,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.648,-1.966
92240,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.653,-1.95
92260,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.653,-1.939
92280,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.653,-1.939
92300,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.659,-1.922
92320,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.659,-1.922
92340,-0.013,-0.029,1.058,0,0,0,0,0,0,0,0.659,-1.911
92360,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.659,-1.906
92380,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.659,-1.906
92400,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.659,-1.9
92420,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.659,-1.9
92440,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.659,-1.9
92460,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.659,-1.9
92480,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.659,-1.9
92500,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.659,-1.9
92520,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.664,-1.895
92540,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.664,-1.895
92560,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.664,-1.889
92580,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.664,-1.873
92600,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.873
92620,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.867
92640,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.867
92660,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.867
92680,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.867
92700,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.67,-1.862
92720,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.67,-1.856
92740,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.67,-1.856
92760,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.67,-1.856
92780,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.67,-1.856
92800,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.67,-1.856
92820,-0.012,-0.029,1.057,0,0,0,0,0,0,0,0.675,-1.845
92840,-0.012,-0.029,1.056,0,0,0,0,0,0,0,0.675,-1.834
92860,-0.012,-0.029,1.056,0,0,0,0,0,0,0,0.675,-1.834
92880,-0.014,-0.03,1.057,0,0,0,0,0,0,0,0.675,-1.829
92900,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.675,-1.829
92920,-0.012,-0.03,1.057,0,0,0,0,0,0,0,0.681,-1.823
92940,-0.012,-0.03,1.057,0,0,0,0,0,0,0,0.681,-1.823
92960,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.681,-1.823
92980,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.681,-1.818
93000,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.681,-1.818
93020,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.681,-1.818
93040,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.681,-1.812
93060,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.681,-1.812
93080,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.681,-1.807
93100,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.681,-1.807
93120,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.681,-1.807
93140,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.681,-1.801
93160,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.681,-1.801
93180,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.681,-1.801
93200,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.796
93220,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.796
93240,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.796
93260,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.686,-1.79
93280,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.79
93300,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.686,-1.785
93320,-0.014,-0.029,1.056,0,0,0,0,0,0,0,0.686,-1.785
93340,-0.014,-0.029,1.056,0,0,0,0,0,0,0,0.686,-1.785
93360,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.686,-1.779
93380,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.779
93400,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.686,-1.779
93420,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.774
93440,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.774
93460,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.692,-1.768
93480,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.692,-1.768
93500,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.692,-1.768
93520,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.763
93540,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.763
93560,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.763
93580,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.692,-1.763
93600,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.692,-1.757
93620,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.697,-1.757
93640,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.752
93660,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.752
93680,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.752
93700,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.752
93720,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.746
93740,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.746
93760,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.746
93780,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.746
93800,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.697,-1.746
93820,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.746
93840,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.746
93860,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.741
93880,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.697,-1.741
93900,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.735
93920,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.703,-1.735
93940,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.703,-1.735
93960,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.703,-1.73
93980,-0.012,-0.03,1.057,0,0,0,0,0,0,0,0.703,-1.73
94000,-0.012,-0.03,1.057,0,0,0,0,0,0,0,0.703,-1.73
94020,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.73
94040,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.703,-1.724
94060,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.703,-1.724
94080,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.703,-1.724
94100,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.703,-1.724
94120,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.703,-1.724
94140,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.719
94160,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.719
94180,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.703,-1.719
94200,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.719
94220,-0.014,-0.029,1.056,0,0,0,0,0,0,0,0.703,-1.719
94240,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.703,-1.713
94260,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.713
94280,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.713
94300,-0.014,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.713
94320,-0.014,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.713
94340,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.708,-1.708
94360,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.708
94380,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.708
94400,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.708
94420,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.702
94440,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.702
94460,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.708,-1.702
94480,-0.014,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.702
94500,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.708,-1.702
94520,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.708,-1.702
94540,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.708,-1.702
94560,-0.014,-0.03,1.056,0,0,0,0,0,0,0,0.708,-1.702
94580,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.702
94600,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.708,-1.702
94620,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.708,-1.697
94640,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.697
94660,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.697
94680,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.697
94700,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.691
94720,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.691
94740,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.691
94760,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.691
94780,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.691
94800,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.714,-1.691
94820,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.714,-1.691
94840,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.714,-1.691
94860,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.714,-1.686
94880,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.686
94900,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.714,-1.686
94920,-0.014,-0.029,1.056,0,0,0,0,0,0,0,0.714,-1.686
94940,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.714,-1.686
94960,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.714,-1.68
94980,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.714,-1.68
95000,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.714,-1.68
95020,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.68
95040,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.68
95060,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.68
95080,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.68
95100,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.675
95120,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.675
95140,-0.013,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.675
95160,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.675
95180,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.675
95200,-0.014,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.675
95220,-0.014,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.675
95240,-0.014,-0.03,1.056,0,0,0,0,0,0,0,0.719,-1.675
95260,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.675
95280,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.675
95300,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.675
95320,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.669
95340,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.669
95360,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.669
95380,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.669
95400,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.669
95420,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.669
95440,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.669
95460,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.669
95480,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.669
95500,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.664
95520,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.664
95540,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.664
95560,-0.014,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.664
95580,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.664
95600,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.664
95620,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.664
95640,-0.013,-0.029,1.056,0,0,0,0,0,0,0,0.719,-1.664
95660,-0.013,-0.029,1.057,0,0,0,0,0,0,0,0.719,-1.664
95680,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.725,-1.664
95700,-0.013,-0.03,1.057,0,0,0,0,0,0,0,0.719,-1.664
