,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
83420,0.018,-0.405,0.576,6.164,1.77,41.625,0,0,0,0,-0.34,-23.323
83440,0.212,-0.391,0.651,-9.46,24.353,24.291,0,0,0,0,0.104,-23.598
83460,0.339,-0.412,0.709,-27.526,12.878,19.775,0,0,0,0,0.137,-23.752
83480,0.214,-0.421,0.851,-59.326,-4.638,-29.052,0,0,0,0,-0.186,-25.499
83500,-0.207,-0.266,1.018,-49.255,-10.314,-1.281,0,0,0,0,-0.565,-26.823
83520,-0.207,-0.266,1.018,-49.255,-10.314,-1.281,0,0,0,0,-0.565,-26.823
83540,-1.282,0.11,1.653,-61.401,-91.43,168.518,0,0,0,0,-0.483,-27.652
83560,-1.282,0.11,1.653,-61.401,-91.43,168.518,0,0,0,0,-0.269,-28.438
83580,-0.618,-0.479,1.367,95.703,92.712,37.902,0,0,0,0,4.185,-27.767
83600,-0.205,-0.674,1.158,87.707,71.655,30.212,0,0,0,0,6.086,-25.977
83620,-0.205,-0.674,1.158,87.707,71.655,30.212,0,0,0,0,6.481,-25.554
83640,0.333,-0.89,0.972,65.307,58.044,-1.77,0,0,0,0,7.069,-24.873
83660,0.372,-0.958,0.882,19.653,15.625,-60.119,0,0,0,0,7.41,-24.125
83680,0.003,-0.448,0.878,9.094,-61.889,23.986,0,0,0,0,5.251,-23.977
83700,0.016,-0.521,0.741,-53.466,-46.63,-19.653,0,0,0,0,4.454,-24.515
83720,0.075,-0.295,0.687,-45.41,-18.798,-20.69,0,0,0,0,3.444,-25.784
83740,0.068,-0.358,0.721,-23.193,-9.643,0.854,0,0,0,0,2.9,-26.702
83760,0.068,-0.358,0.721,-23.193,-9.643,0.854,0,0,0,0,2.774,-26.932
83780,0.038,-0.407,0.742,-25.451,-20.08,16.845,0,0,0,0,2.444,-27.548
83800,0.013,-0.418,0.771,-44.006,-52.49,68.42,0,0,0,0,2.048,-28.388
83820,0.013,-0.418,0.771,-44.006,-52.49,68.42,0,0,0,0,1.9,-28.795
83840,0.028,-0.387,0.81,-48.522,-60.18,85.144,0,0,0,0,1.631,-29.646
83860,0.05,-0.411,0.885,-43.334,-49.011,82.519,0,0,0,0,1.417,-30.871
83880,0.048,-0.441,0.917,-38.391,-49.438,85.021,0,0,0,0,1.378,-31.942
83900,0.047,-0.467,0.947,-34.057,-53.1,90.271,0,0,0,0,1.389,-32.519
83920,0.037,-0.484,0.968,-28.93,-57.495,99.304,0,0,0,0,1.422,-32.909
83940,0.037,-0.484,0.968,-28.93,-57.495,99.304,0,0,0,0,1.477,-33.244
83960,0.042,-0.47,0.948,-15.991,-63.415,118.896,0,0,0,0,1.675,-33.59
83980,0.042,-0.47,0.948,-15.991,-63.415,118.896,0,0,0,0,1.829,-33.706
84000,0.031,-0.502,0.906,-6.591,-71.105,139.038,0,0,0,0,2.103,-33.733
84020,0.031,-0.502,0.906,-6.591,-71.105,139.038,0,0,0,0,2.257,-33.711
84040,0.031,-0.502,0.906,-6.591,-71.105,139.038,0,0,0,0,2.257,-33.711
84060,0.004,-0.536,0.905,-3.967,-73.181,150.878,0,0,0,0,2.515,-33.662
84080,0.007,-0.576,0.909,0.244,-69.824,164.855,0,0,0,0,3.136,-33.48
84100,0.045,-0.617,0.914,4.638,-71.228,188.049,0,0,0,0,4.037,-33.123
84120,0.122,-0.717,0.899,7.446,-86.425,247.68,0,0,0,0,5.976,-32.184
84140,0.136,-0.853,0.945,13.366,-87.097,272.705,0,0,0,0,7.487,-31.25
84160,0.146,-0.996,0.996,10.559,-74.768,295.471,0,0,0,0,9.096,-30.393
84180,0.238,-0.995,0.949,-10.742,-59.082,308.837,0,0,0,0,10.997,-29.811
84200,0.464,-0.854,0.794,-68.542,-55.114,275.939,0,0,0,0,13.216,-29.882
84220,0.464,-0.854,0.794,-68.542,-55.114,275.939,0,0,0,0,14.348,-30.206
84240,0.484,-0.792,0.817,-98.754,-53.344,220.031,0,0,0,0,15.1,-31.102
84260,0.472,-0.695,0.92,-113.159,-53.955,149.292,0,0,0,0,15.512,-32.233
84280,0.472,-0.695,0.92,-113.159,-53.955,149.292,0,0,0,0,15.682,-33.079
84300,0.375,-0.618,1.017,-110.9,-58.044,86.608,0,0,0,0,15.419,-34.442
84320,0.375,-0.618,1.017,-110.9,-58.044,86.608,0,0,0,0,15.419,-34.442
84340,0.203,-0.585,1.057,-105.346,-59.204,41.748,0,0,0,0,14.946,-35.793
84360,0.043,-0.544,1.044,-106.567,-54.26,12.451,0,0,0,0,14.095,-37.617
84380,-0.047,-0.46,1.01,-109.191,-46.752,-10.009,0,0,0,0,13.128,-39.512
84400,-0.047,-0.46,1.01,-109.191,-46.752,-10.009,0,0,0,0,12.875,-39.995
84420,-0.169,-0.283,1.064,-80.627,-49.621,-17.761,0,0,0,0,9.025,-46.076
84440,-0.187,-0.284,1.08,-77.27,-52.795,-11.23,0,0,0,0,7.987,-47.471
84460,-0.187,-0.284,1.08,-77.27,-52.795,-11.23,0,0,0,0,7.789,-47.741
84480,-0.188,-0.277,1.096,-69.335,-53.1,-8.239,0,0,0,0,7.069,-48.652
84500,-0.201,-0.212,1.127,-48.828,-59.753,-7.812,0,0,0,0,5.844,-49.735
84520,-0.233,-0.227,1.144,-34.24,-61.096,-10.559,0,0,0,0,5.125,-50.004
84540,-0.298,-0.273,1.143,-19.897,-53.466,-15.319,0,0,0,0,4.257,-50.031
84560,-0.326,-0.33,1.157,-6.835,-39.062,-23.925,0,0,0,0,4.097,-49.971
84580,-0.332,-0.378,1.155,5.371,-22.277,-31.372,0,0,0,0,3.339,-49.581
84600,-0.332,-0.378,1.142,12.695,-9.46,-36.499,0,0,0,0,2.609,-48.806
84620,-0.361,-0.362,1.124,24.169,-0.305,-34.851,0,0,0,0,2.471,-48.422
84640,-0.361,-0.362,1.124,24.169,-0.305,-34.851,0,0,0,0,2.329,-48.032
84660,-0.376,-0.424,1.103,31.86,11.901,-31.433,0,0,0,0,2.263,-47.147
84680,-0.439,-0.359,1.004,29.296,87.646,-82.092,0,0,0,0,2.592,-45.554
84700,-0.439,-0.359,1.004,29.296,87.646,-82.092,0,0,0,0,2.861,-45.021
84720,-0.526,-0.452,1.137,44.677,110.29,-82.824,0,0,0,0,3.554,-44.071
84740,-0.607,-0.639,1.283,53.283,132.568,-71.655,0,0,0,0,4.141,-43.555
84760,-0.603,-0.738,1.428,54.382,151.428,-52.001,0,0,0,0,5.597,-42.561
84780,-0.493,-0.729,1.499,59.265,143.615,-9.826,0,0,0,0,8.069,-41.27
84800,-0.274,-0.55,1.545,65.429,79.65,78.674,0,0,0,0,9.739,-40.215
84820,-0.146,-0.473,1.469,85.632,10.742,156.311,0,0,0,0,12.403,-37.595
84840,-0.134,-0.497,1.386,122.68,-22.949,171.081,0,0,0,0,14.392,-33.601
84860,-0.156,-0.582,1.319,161.682,-20.935,140.93,0,0,0,0,14.913,-31.596
84880,-0.177,-0.695,1.259,192.077,-1.647,105.041,0,0,0,0,16.034,-26.345
84900,-0.156,-0.767,1.191,213.745,23.986,76.416,0,0,0,0,16.946,-21.895
84920,-0.068,-0.858,1.015,216.43,63.476,46.081,0,0,0,0,18.709,-15.287
84940,-0.068,-0.858,1.015,216.43,63.476,46.081,0,0,0,0,19.396,-13.211
84960,-0.032,-0.86,0.891,190.856,66.589,49.255,0,0,0,0,20.093,-11.266
84980,0,-0.82,0.773,157.653,65.795,54.931,0,0,0,0,21.505,-7.822
85000,0.096,-0.67,0.637,89.355,59.021,54.321,0,0,0,0,24.104,-2.933
85020,0.125,-0.623,0.608,58.532,54.26,46.081,0,0,0,0,25.197,-1.51
85040,0.143,-0.572,0.578,26.672,48.339,37.231,0,0,0,0,26.367,-0.741
85060,0.169,-0.507,0.571,0.427,40.222,34.484,0,0,0,0,26.949,-0.73
85080,0.169,-0.507,0.571,0.427,40.222,34.484,0,0,0,0,27.273,-0.906
85100,0.233,-0.41,0.567,-39.184,17.761,30.944,0,0,0,0,27.839,-2.032
85120,0.24,-0.421,0.608,-53.405,13,18.92,0,0,0,0,27.949,-3.279
85140,0.24,-0.421,0.608,-53.405,13,18.92,0,0,0,0,27.96,-4.042
85160,0.24,-0.421,0.608,-53.405,13,18.92,0,0,0,0,27.965,-4.427
85180,0.252,-0.471,0.672,-67.443,8.483,11.23,0,0,0,0,27.905,-5.833
85200,0.359,-0.635,0.828,-108.52,-35.644,45.349,0,0,0,0,26.685,-10.645
85220,0.456,-0.594,0.851,-137.634,-76.11,80.688,0,0,0,0,25.202,-13.073
85240,0.517,-0.543,0.896,-162.963,-118.591,109.375,0,0,0,0,23.609,-15.018
85260,0.517,-0.543,0.896,-162.963,-118.591,109.375,0,0,0,0,23.098,-15.671
85280,0.493,-0.521,0.975,-183.349,-132.263,92.041,0,0,0,0,22.5,-16.441
85300,0.361,-0.477,1.139,-187.927,-96.313,6.408,0,0,0,0,20.242,-19.714
85320,0.156,-0.381,1.351,-168.701,-30.09,-106.14,0,0,0,0,16.847,-26.378
85340,-0.013,-0.252,1.526,-125.976,36.132,-192.565,0,0,0,0,14.952,-30.684
85360,-0.065,-0.203,1.63,-80.261,42.358,-194.335,0,0,0,0,13.864,-32.387
85380,-0.038,-0.206,1.661,-60.729,-2.807,-143.005,0,0,0,0,12.617,-33.656
85400,0.013,-0.249,1.63,-48.522,-56.945,-93.444,0,0,0,0,11.107,-34.425
85420,0.013,-0.249,1.63,-48.522,-56.945,-93.444,0,0,0,0,9.514,-35.04
85440,-3.283,0.451,2.129,65.856,-10.437,224.853,0,0,0,0,9.728,-32.909
85460,-0.968,0.184,0.681,34.667,-3.356,21.545,0,0,0,0,10.134,-32.431
85480,-0.467,-0.353,0.851,11.596,19.409,-244.628,0,0,0,0,9.508,-32.178
85500,0.097,-0.575,0.862,13.305,114.868,-458.557,0,0,0,0,5.3,-33.222
85520,-0.077,-0.671,1.001,23.559,184.326,-567.566,0,0,0,0,3.718,-33.447
85540,-0.339,-0.631,1.02,15.075,205.322,-548.584,0,0,0,0,0.296,-33.458
85560,-0.339,-0.631,1.02,15.075,205.322,-548.584,0,0,0,0,0.296,-33.458
85580,-0.339,-0.631,1.02,15.075,205.322,-548.584,0,0,0,0,0.296,-33.458
85600,-0.339,-0.631,1.02,15.075,205.322,-548.584,0,0,0,0,0.296,-33.458
85620,-0.42,-0.604,0.917,-20.935,156.921,-375.915,0,0,0,0,-0.944,-33.574
85640,-0.312,-0.484,0.858,-65.246,134.46,-233.642,0,0,0,0,-1.708,-34.579
85660,-0.312,-0.484,0.858,-65.246,134.46,-233.642,0,0,0,0,-1.763,-34.865
85680,-0.312,-0.484,0.858,-65.246,134.46,-233.642,0,0,0,0,-1.763,-34.865
85700,-0.312,-0.484,0.858,-65.246,134.46,-233.642,0,0,0,0,-1.763,-34.865
85720,-0.312,-0.484,0.858,-65.246,134.46,-233.642,0,0,0,0,-1.763,-34.865
85740,0.022,-0.222,0.964,-69.702,88.684,-106.994,0,0,0,0,-1.005,-39.572
85760,0.022,-0.222,0.964,-69.702,88.684,-106.994,0,0,0,0,-1.016,-39.825
85780,0.02,-0.159,1.006,-60.668,62.133,-54.87,0,0,0,0,-0.873,-40.44
85800,0.576,-0.317,1.201,54.382,-15.808,44.189,0,0,0,0,1.549,-40.111
85820,0.569,-0.411,1.122,74.035,-39.794,20.507,0,0,0,0,1.301,-38.776
85840,0.569,-0.411,1.122,74.035,-39.794,20.507,0,0,0,0,0.933,-37.985
85860,0.34,-0.549,1.033,96.496,-37.963,-41.015,0,0,0,0,-1.411,-34.255
85880,0.215,-0.666,1.041,107.604,-18.188,-58.471,0,0,0,0,-2.246,-32.673
85900,0.215,-0.666,1.041,107.604,-18.188,-58.471,0,0,0,0,-2.757,-31.585
85920,0.124,-0.759,1.061,99.304,3.112,-68.969,0,0,0,0,-3.103,-30.591
85940,0.124,-0.759,1.061,99.304,3.112,-68.969,0,0,0,0,-3.103,-30.591
85960,0.12,-0.637,1.007,63.842,42.846,-95.764,0,0,0,0,-3.834,-27.257
85980,0.12,-0.637,1.007,63.842,42.846,-95.764,0,0,0,0,-3.834,-27.257
86000,0.12,-0.637,1.007,63.842,42.846,-95.764,0,0,0,0,-3.834,-27.257
86020,0.133,-0.434,0.994,61.767,47.485,-108.276,0,0,0,0,-3.971,-25.867
86040,0.007,-0.402,0.976,79.467,12.268,-113.83,0,0,0,0,-5.02,-20.456
86060,-0.206,-0.54,0.959,74.768,38.818,-128.051,0,0,0,0,-5.817,-16.397
86080,-0.206,-0.54,0.959,74.768,38.818,-128.051,0,0,0,0,-5.674,-15.232
86100,-0.173,-0.535,0.988,58.41,37.597,-105.163,0,0,0,0,-5.526,-14.644
86120,-0.147,-0.513,0.961,38.635,24.841,-81.909,0,0,0,0,-5.322,-13.881
86140,-0.147,-0.513,0.961,38.635,24.841,-81.909,0,0,0,0,-5.322,-13.881
86160,-0.147,-0.513,0.961,38.635,24.841,-81.909,0,0,0,0,-5.229,-13.524
86180,-0.142,-0.446,0.92,26.855,19.104,-71.472,0,0,0,0,-5.108,-13.106
86200,-0.142,-0.446,0.92,26.855,19.104,-71.472,0,0,0,0,-5.108,-13.106
86220,-0.126,-0.172,0.896,-38.696,9.887,16.418,0,0,0,0,-2.955,-11.513
86240,-0.09,-0.315,0.858,-16.052,-10.986,27.709,0,0,0,0,-2.669,-12.238
86260,-0.124,-0.288,0.849,-19.226,-24.658,47.851,0,0,0,0,-2.73,-12.722
86280,-0.124,-0.288,0.849,-19.226,-24.658,47.851,0,0,0,0,-2.812,-12.991
86300,-0.172,-0.329,0.796,-15.93,-19.653,49.865,0,0,0,0,-2.856,-13.255
86320,-0.172,-0.329,0.796,-15.93,-19.653,49.865,0,0,0,0,-2.872,-13.518
86340,-0.192,-0.208,0.78,-7.812,3.356,50.781,0,0,0,0,-2.752,-13.721
86360,-0.213,-0.162,0.801,-8.056,33.508,79.467,0,0,0,0,-1.466,-14.111
86380,-0.192,-0.194,0.965,-3.173,14.16,121.337,0,0,0,0,0.818,-14.133
86400,-0.192,-0.194,0.965,-3.173,14.16,121.337,0,0,0,0,1.312,-14.139
86420,-0.151,-0.287,0.977,3.356,4.333,129.516,0,0,0,0,2.103,-14.04
86440,-0.077,-0.352,0.975,-11.108,-6.042,137.084,0,0,0,0,2.669,-14.216
86460,-0.08,-0.332,1.016,-13.122,-51.818,36.315,0,0,0,0,2.23,-14.672
86480,-0.131,-0.253,1.037,-38.33,-62.622,46.813,0,0,0,0,1.807,-14.919
86500,-0.226,-0.307,1.12,-71.777,-55.358,75.927,0,0,0,0,1.005,-15.814
86520,-0.245,-0.316,1.216,-96.496,-47.973,114.746,0,0,0,0,0.549,-18.286
86540,-0.162,-0.28,1.327,-104.125,6.713,131.225,0,0,0,0,1.488,-21.324
86560,-0.074,-0.211,1.304,-82.824,2.929,135.864,0,0,0,0,2.636,-23.082
86580,-0.074,-0.211,1.304,-82.824,2.929,135.864,0,0,0,0,3.197,-23.757
86600,-0.074,-0.211,1.304,-82.824,2.929,135.864,0,0,0,0,3.197,-23.757
86620,-0.06,-0.13,1.253,-79.589,7.385,130.31,0,0,0,0,4.636,-25.301
86640,-0.098,-0.106,1.21,-60.058,12.634,126.708,0,0,0,0,5.273,-25.691
86660,-0.098,-0.106,1.21,-60.058,12.634,126.708,0,0,0,0,5.905,-26.059
86680,-0.205,-0.228,1.15,3.601,23.803,120.117,0,0,0,0,7.624,-25.867
86700,-0.234,-0.307,1.125,25.573,24.78,117.492,0,0,0,0,9.113,-25.241
86720,-0.32,-0.254,1.066,89.416,1.464,106.689,0,0,0,0,12.222,-21.604
86740,-0.297,-0.148,0.934,82.885,3.051,97.961,0,0,0,0,13.573,-17.276
86760,-0.316,-0.257,0.832,4.272,19.042,111.511,0,0,0,0,14.331,-15.485
86780,-0.316,-0.257,0.832,4.272,19.042,111.511,0,0,0,0,14.842,-15.188
86800,-0.296,-0.152,0.722,-70.007,29.418,124.633,0,0,0,0,15.419,-15.227
86820,-0.358,-0.095,0.796,-148.986,38.94,116.027,0,0,0,0,16.776,-16.342
86840,-0.358,-0.095,0.796,-148.986,38.94,116.027,0,0,0,0,17.924,-18.034
86860,-0.562,-0.147,0.743,-106.811,35.461,102.05,0,0,0,0,19.478,-19.572
86880,-0.479,-0.034,0.751,-34.301,28.076,123.84,0,0,0,0,21.489,-19.55
86900,-0.503,-0.024,0.853,-6.713,-4.699,146.24,0,0,0,0,22.89,-19.011
86920,-0.503,-0.024,0.853,-6.713,-4.699,146.24,0,0,0,0,23.384,-18.402
86940,-0.503,-0.024,0.853,-6.713,-4.699,146.24,0,0,0,0,23.626,-18.088
86960,-0.392,-0.163,0.88,-32.958,-67.932,177.795,0,0,0,0,23.845,-15.435
86980,-0.499,-0.012,0.809,-108.032,-28.503,157.592,0,0,0,0,23.571,-14.897
87000,-0.5,-0.06,0.767,-82.092,-44.006,140.686,0,0,0,0,23.785,-15.391
87020,-0.485,-0.229,0.76,-69.396,-146.301,153.32,0,0,0,0,22.84,-15.342
87040,-0.433,-0.236,0.898,-39.916,-171.752,153.991,0,0,0,0,21.275,-15.089
87060,-0.433,-0.236,0.898,-39.916,-171.752,153.991,0,0,0,0,21.275,-15.089
87080,-0.433,-0.236,0.898,-39.916,-171.752,153.991,0,0,0,0,20.039,-14.76
87100,-0.379,-0.238,0.933,5.432,-68.908,86.12,0,0,0,0,18.759,-14.007
87120,-0.641,-0.317,0.894,-13,-84.838,65.917,0,0,0,0,17.319,-13.183
87140,-0.592,-0.35,0.911,-16.601,-8.789,92.834,0,0,0,0,16.292,-12.222
87160,-0.594,-0.182,0.927,25.024,-4.516,92.407,0,0,0,0,16.616,-11.887
87180,-0.594,-0.182,0.927,25.024,-4.516,92.407,0,0,0,0,16.853,-11.359
87200,-0.594,-0.182,0.927,25.024,-4.516,92.407,0,0,0,0,16.853,-11.359
87220,-0.467,-0.221,0.917,74.829,5.249,88.073,0,0,0,0,17.1,-10.596
87240,-0.467,-0.221,0.917,74.829,5.249,88.073,0,0,0,0,17.237,-10.096
87260,-0.467,-0.221,0.917,74.829,5.249,88.073,0,0,0,0,17.49,-9.096
87280,-0.485,-0.286,0.877,104.248,24.414,70.312,0,0,0,0,17.902,-7.888
87300,-0.485,-0.286,0.877,104.248,24.414,70.312,0,0,0,0,17.902,-7.888
87320,-0.485,-0.286,0.877,104.248,24.414,70.312,0,0,0,0,17.902,-7.888
87340,-0.485,-0.286,0.877,104.248,24.414,70.312,0,0,0,0,17.902,-7.888
87360,-0.453,-0.22,1.19,2.441,-47.851,47.607,0,0,0,0,14.551,-5.245
87380,-0.411,-0.154,1.034,-21.728,33.02,52.429,0,0,0,0,17.995,-4.389
87400,-0.411,-0.154,1.034,-21.728,33.02,52.429,0,0,0,0,18.385,-4.46
87420,-0.322,-0.284,0.991,8.3,42.358,24.414,0,0,0,0,19.291,-4.29
87440,-0.319,-0.376,0.84,-9.826,-51.513,42.175,0,0,0,0,18.632,-4.367
87460,-0.044,0.649,1.431,98.693,-703.064,185.852,0,0,0,0,14.985,-3.455
87480,0.357,-0.144,1.389,-56.884,-2.014,7.751,0,0,0,0,4.487,-2.504
87500,-0.008,-0.014,1.078,-4.028,-1.831,0.061,0,0,0,0,4.421,-2.559
87520,-0.009,0.059,1.051,-6.835,-4.028,1.037,0,0,0,0,4.262,-2.647
87540,0.005,-0.052,1.059,-5.554,-5.004,3.051,0,0,0,0,4.026,-2.9
87560,-0.018,-0.022,1.053,4.394,3.417,-0.488,0,0,0,0,4.01,-2.856
87580,-0.014,-0.028,1.058,-0.488,-0.488,-0.305,0,0,0,0,4.004,-2.834
87600,-0.014,-0.028,1.058,-0.488,-0.488,-0.305,0,0,0,0,3.977,-2.834
87620,-0.014,-0.028,1.058,-0.488,-0.488,-0.305,0,0,0,0,3.966,-2.839
87640,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,3.955,-2.839
87660,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,3.867,-2.834
87680,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,3.806,-2.828
87700,-0.013,-0.029,1.057,-0.183,-0.305,-0.244,0,0,0,0,3.729,-2.823
87720,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,3.685,-2.823
87740,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,3.63,-2.817
87760,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,3.581,-2.817
87780,-0.013,-0.029,1.057,-0.244,-0.305,-0.305,0,0,0,0,3.548,-2.812
87800,-0.013,-0.029,1.057,-0.244,-0.305,-0.305,0,0,0,0,3.526,-2.812
87820,-0.013,-0.029,1.056,-0.183,-0.244,-0.305,0,0,0,0,3.515,-2.812
87840,-0.013,-0.03,1.058,-0.183,-0.244,-0.305,0,0,0,0,3.477,-2.807
87860,-0.013,-0.03,1.058,-0.183,-0.244,-0.305,0,0,0,0,3.455,-2.807
87880,-0.014,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,3.416,-2.801
87900,-0.013,-0.029,1.056,-0.244,-0.244,-0.244,0,0,0,0,3.339,-2.796
87920,-0.013,-0.029,1.056,-0.244,-0.244,-0.244,0,0,0,0,3.328,-2.796
87940,-0.014,-0.03,1.056,-0.244,-0.305,-0.305,0,0,0,0,3.317,-2.796
87960,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,3.24,-2.785
87980,-0.013,-0.03,1.056,-0.183,-0.244,-0.305,0,0,0,0,3.169,-2.779
88000,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,3.125,-2.774
88020,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,3.103,-2.768
88040,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,3.087,-2.768
88060,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,3.07,-2.768
88080,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,3.032,-2.763
88100,-0.013,-0.03,1.058,-0.183,-0.244,-0.305,0,0,0,0,2.999,-2.757
88120,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,2.971,-2.752
88140,-0.013,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,2.905,-2.746
88160,-0.014,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,2.85,-2.741
88180,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.817,-2.735
88200,-0.014,-0.029,1.056,-0.244,-0.305,-0.305,0,0,0,0,2.779,-2.73
88220,-0.013,-0.029,1.057,-0.183,-0.244,-0.244,0,0,0,0,2.752,-2.724
88240,-0.013,-0.029,1.057,-0.183,-0.244,-0.244,0,0,0,0,2.735,-2.724
88260,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.713,-2.719
88280,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.708,-2.719
88300,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.686,-2.713
88320,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.669,-2.713
88340,-0.013,-0.029,1.057,-0.183,-0.305,-0.305,0,0,0,0,2.636,-2.708
88360,-0.013,-0.029,1.057,-0.183,-0.244,-0.244,0,0,0,0,2.548,-2.686
88380,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.515,-2.68
88400,-0.013,-0.03,1.057,-0.183,-0.305,-0.305,0,0,0,0,2.477,-2.669
88420,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.455,-2.669
88440,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.444,-2.664
88460,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.427,-2.664
88480,-0.013,-0.03,1.057,-0.183,-0.183,-0.305,0,0,0,0,2.384,-2.653
88500,-0.013,-0.03,1.056,-0.244,-0.244,-0.305,0,0,0,0,2.373,-2.653
88520,-0.014,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.34,-2.647
88540,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.323,-2.642
88560,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.285,-2.636
88580,-0.013,-0.029,1.056,-0.183,-0.244,-0.305,0,0,0,0,2.252,-2.625
88600,-0.013,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.219,-2.62
88620,-0.013,-0.029,1.056,-0.183,-0.244,-0.244,0,0,0,0,2.202,-2.614
88640,-0.013,-0.029,1.056,-0.183,-0.244,-0.244,0,0,0,0,2.191,-2.614
88660,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.175,-2.609
88680,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.158,-2.609
88700,-0.013,-0.03,1.057,-0.244,-0.244,-0.305,0,0,0,0,2.158,-2.609
88720,-0.013,-0.029,1.056,-0.244,-0.244,-0.305,0,0,0,0,2.092,-2.592
88740,-0.013,-0.028,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.076,-2.587
88760,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,2.065,-2.581
88780,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.043,-2.576
88800,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.032,-2.576
88820,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.026,-2.57
88840,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.021,-2.57
88860,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.015,-2.57
88880,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,2.01,-2.565
88900,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.988,-2.559
88920,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.972,-2.559
88940,-0.013,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.966,-2.554
88960,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.939,-2.548
88980,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.873,-2.532
89000,-0.013,-0.029,1.056,-0.183,-0.244,-0.244,0,0,0,0,1.851,-2.526
89020,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,1.796,-2.51
89040,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,1.785,-2.504
89060,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.785,-2.504
89080,-0.013,-0.029,1.057,-0.244,-0.244,-0.244,0,0,0,0,1.741,-2.493
89100,-0.014,-0.029,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.724,-2.488
89120,-0.014,-0.03,1.057,-0.244,-0.305,-0.305,0,0,0,0,1.702,-2.482
89140,-0.012,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.68,-2.477
89160,-0.012,-0.03,1.057,-0.183,-0.244,-0.305,0,0,0,0,1.68,-2.477
89180,-0.013,-0.029,1.057,-0.183,-0.183,-0.305,0,0,0,0,1.664,-2.471
89200,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.653,-2.471
89220,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.642,-2.466
89240,-0.013,-0.029,1.057,-0.244,-0.244,-0.305,0,0,0,0,1.642,-2.466
